City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mandla,IN,2023-01-28 22:30:54,22.6,80.3833,61.39,58,0,3.96
293,Huarmey,PE,2023-01-28 22:30:54,-10.0681,-78.1522,72.97,78,100,8.28
294,Harper,LR,2023-01-28 22:30:54,4.375,-7.7169,78.78,87,27,9.33
295,Belaya,UA,2023-01-28 22:30:55,49.029,25.7706,27.77,81,60,7.31
296,Indiana,US,2023-01-28 22:30:55,40.0003,-86.2503,51.57,57,40,13.8
297,Wisconsin Rapids,US,2023-01-28 22:30:55,44.3836,-89.8174,16.18,68,75,6.91
298,Wanaka,NZ,2023-01-28 22:30:56,-44.7,169.15,66.11,56,0,5.99
299,Yining,CN,2023-01-28 22:30:56,29.0361,114.5636,32.0,48,0,1.16
300,Evanston,US,2023-01-28 22:30:31,42.0411,-87.6901,28.4,90,100,13.8
301,Sampit,ID,2023-01-28 22:30:56,-2.5333,112.95,73.85,98,100,1.41
302,Tromso,NO,2023-01-28 22:30:57,69.6496,18.957,33.39,100,75,10.36
303,Port Hardy,CA,2023-01-28 22:30:31,50.6996,-127.4199,41.18,87,40,6.91
304,Port Hawkesbury,CA,2023-01-28 22:30:57,45.6169,-61.3485,35.19,95,100,9.22
305,Senanga,ZM,2023-01-28 22:30:57,-16.1167,23.2667,67.15,95,100,4.94
306,Port Lincoln,AU,2023-01-28 22:30:31,-34.7333,135.8667,63.25,84,100,16.31
307,Lorengau,PG,2023-01-28 22:30:18,-2.0226,147.2712,82.24,77,66,5.37
308,Yarada,IN,2023-01-28 22:30:58,17.65,83.2667,72.59,81,18,5.95
309,Mahibadhoo,MV,2023-01-28 22:30:58,3.7833,72.9667,80.1,77,67,9.98
310,Sabzevar,IR,2023-01-28 22:30:58,36.2126,57.6819,33.87,65,20,4.29
311,Nhulunbuy,AU,2023-01-28 22:30:59,-12.2333,136.7667,77.61,100,100,0.0
312,Sobolevo,RU,2023-01-28 22:30:59,54.4299,31.8996,25.86,89,100,3.71
313,Taltal,CL,2023-01-28 22:30:59,-25.4,-70.4833,69.31,77,30,4.9
314,Tautira,PF,2023-01-28 22:31:00,-17.7333,-149.15,80.73,75,8,12.1
315,Saint-Pierre,RE,2023-01-28 22:31:00,-21.3393,55.4781,78.48,83,0,3.44
316,Karratha,AU,2023-01-28 22:31:00,-20.7377,116.8463,85.3,50,65,2.64
317,Tiznit,MA,2023-01-28 22:31:01,29.5833,-9.5,47.44,75,0,4.94
318,Lamar,US,2023-01-28 22:31:01,33.6668,-95.5836,58.35,95,100,10.36
319,San Rafael Del Sur,NI,2023-01-28 22:31:03,11.8485,-86.4384,85.17,50,85,18.81
320,Te Anau,NZ,2023-01-28 22:32:04,-45.4167,167.7167,72.05,34,4,1.41
321,Gorontalo,ID,2023-01-28 22:32:04,0.5412,123.0595,75.61,94,88,3.15
322,Victoria,HK,2023-01-28 22:30:31,22.2855,114.1577,52.25,33,6,11.99
323,Muisne,EC,2023-01-28 22:32:05,0.6,-80.0333,78.89,80,68,7.45
324,Fairbanks,US,2023-01-28 22:30:00,64.8378,-147.7164,18.23,85,100,0.0
325,Itupiranga,BR,2023-01-28 22:32:07,-5.1347,-49.3267,77.32,95,96,1.66
326,Kamenka,RU,2023-01-28 22:32:09,51.3223,42.7678,14.29,94,12,6.46
327,Villarrica,PY,2023-01-28 22:32:10,-25.75,-56.4333,85.33,44,100,2.24
328,Taoudenni,ML,2023-01-28 22:32:12,22.6783,-3.9836,59.14,24,66,3.29
329,Panshi,CN,2023-01-28 22:32:13,42.9422,126.0561,6.55,89,100,2.98
330,Hofn,IS,2023-01-28 22:32:14,64.2539,-15.2082,38.79,75,54,10.29
331,Buenos Aires,AR,2023-01-28 22:32:14,-34.6132,-58.3772,84.09,76,20,14.97
332,Longyearbyen,SJ,2023-01-28 22:32:15,78.2186,15.6401,26.44,63,40,18.41
333,Mbandaka,CD,2023-01-28 22:32:16,0.0487,18.2603,74.98,72,87,3.4
334,Henties Bay,NA,2023-01-28 22:32:16,-22.116,14.2845,64.89,82,75,5.19
335,Ashtabula,US,2023-01-28 22:32:17,41.7001,-80.7665,38.84,82,100,5.75
336,Banda Aceh,ID,2023-01-28 22:32:18,5.5577,95.3222,75.85,85,100,7.92
337,Dwarka,IN,2023-01-28 22:32:18,22.2394,68.9678,67.12,57,0,15.26
338,Apatity,RU,2023-01-28 22:32:19,67.5641,33.4031,23.54,96,100,9.42
339,Salinopolis,BR,2023-01-28 22:32:20,-0.6136,-47.3561,77.41,84,95,6.31
340,Waddan,LY,2023-01-28 22:32:20,29.1614,16.139,48.38,32,0,3.18
341,Victoria Point,AU,2023-01-28 22:32:21,-27.5833,153.3,82.18,80,48,1.01
342,Tsaratanana,MG,2023-01-28 22:32:22,-16.7833,47.65,71.98,96,56,1.14
343,Linjiang,CN,2023-01-28 22:32:22,41.8069,126.9078,7.47,97,100,2.13
344,Hervey Bay,AU,2023-01-28 22:32:23,-25.2986,152.8535,81.01,74,17,5.99
345,Manuk Mangkaw,PH,2023-01-28 22:32:25,4.8,119.85,80.2,77,92,4.88
346,Santa Isabel,BR,2023-01-28 22:32:26,-23.3156,-46.2214,74.91,94,87,2.68
347,Mahebourg,MU,2023-01-28 22:32:26,-20.4081,57.7,77.25,94,75,3.44
348,Necochea,AR,2023-01-28 22:32:27,-38.5473,-58.7368,68.95,74,7,13.31
349,Santiago,CL,2023-01-28 22:27:47,-33.4569,-70.6483,91.54,23,0,20.71
350,Parkes,AU,2023-01-28 22:32:28,-33.1333,148.1833,86.36,34,100,3.0
351,Dongsheng,CN,2023-01-28 22:32:30,39.8161,109.9776,12.11,39,0,10.51
352,Curup,ID,2023-01-28 22:32:31,-3.4667,102.5333,66.24,96,97,2.19
353,Mounana,GA,2023-01-28 22:32:31,-1.4085,13.1586,71.53,85,56,1.83
354,Port Elizabeth,ZA,2023-01-28 22:32:24,-33.918,25.5701,64.69,83,100,8.05
355,Trelew,AR,2023-01-28 22:32:32,-43.249,-65.3051,87.76,15,1,9.89
356,Brae,GB,2023-01-28 22:32:33,60.3964,-1.353,45.12,82,100,28.32
357,Jablah,SY,2023-01-28 22:32:34,35.3614,35.9256,50.29,76,75,5.75
358,Kloulklubed,PW,2023-01-28 22:32:35,7.0419,134.2556,75.7,81,94,22.01
359,Buguey,PH,2023-01-28 22:32:36,18.2893,121.8311,66.85,86,100,8.72
360,Chamonix-Mont-Blanc,FR,2023-01-28 22:32:37,45.9238,6.8693,27.9,79,25,5.77
361,Blackwater,AU,2023-01-28 22:32:37,-23.5833,148.8833,80.65,59,10,8.86
362,Foam Lake,CA,2023-01-28 22:32:38,51.65,-103.5343,-5.78,93,80,14.12
363,Aklavik,CA,2023-01-28 22:32:39,68.2191,-135.0107,-14.8,76,75,4.61
364,Abu Samrah,SY,2023-01-28 22:32:41,35.3029,37.1841,44.55,80,62,5.03
365,Gangapur,IN,2023-01-28 22:32:43,26.4833,76.7167,60.49,35,96,4.07
366,Marang,MY,2023-01-28 22:32:43,5.2056,103.2059,80.96,80,100,10.65
367,Bengkulu,ID,2023-01-28 22:32:44,-3.8004,102.2655,75.4,87,93,8.37
368,Chimbote,PE,2023-01-28 22:33:44,-9.0853,-78.5783,73.09,76,100,8.77
369,Cody,US,2023-01-28 22:33:44,44.5263,-109.0565,6.58,66,100,20.71
370,Darnah,LY,2023-01-28 22:33:45,32.767,22.6367,55.38,67,8,8.75
371,Togur,RU,2023-01-28 22:33:45,58.3631,82.8265,18.34,95,100,9.86
372,Buriti Bravo,BR,2023-01-28 22:33:45,-5.8372,-43.8336,76.24,75,76,1.54
373,Dolores,AR,2023-01-28 22:33:46,-36.3132,-57.6792,75.45,62,4,14.14
374,Sayyan,YE,2023-01-28 22:33:46,15.1718,44.3244,49.26,76,49,3.13
375,Bereda,ES,2023-01-28 22:33:46,43.2686,-7.5406,41.41,100,73,8.08
376,Medea,DZ,2023-01-28 22:33:47,36.2642,2.7539,33.62,94,70,2.55
377,Lala,PH,2023-01-28 22:33:47,7.9745,123.7458,76.15,89,42,6.49
378,Buin,CL,2023-01-28 22:33:47,-33.7333,-70.75,92.43,20,0,7.83
379,Knokke-Heist,BE,2023-01-28 22:33:48,51.3333,3.3333,39.22,82,94,4.54
380,Thinadhoo,MV,2023-01-28 22:33:48,0.5333,72.9333,80.51,77,32,8.97
381,Gamu,PH,2023-01-28 22:33:48,17.0497,121.836,64.9,89,100,5.64
382,Pampa,US,2023-01-28 22:33:49,35.5362,-100.9599,58.57,30,0,9.22
383,Verkhoyansk,RU,2023-01-28 22:33:49,67.5447,133.385,-54.54,99,98,0.96
384,Teluknaga,ID,2023-01-28 22:33:49,-6.0989,106.6381,80.64,94,75,4.61
385,Farah,AF,2023-01-28 22:33:50,32.5,62.5,35.47,79,62,2.04
386,Nelson Bay,AU,2023-01-28 22:33:50,-32.7167,152.15,85.08,81,43,11.99
387,Bossangoa,CF,2023-01-28 22:33:50,6.4926,17.4552,77.02,19,45,2.46
388,Zeerust,ZA,2023-01-28 22:33:51,-25.5369,26.0751,78.67,29,93,4.34
389,Guaiba,BR,2023-01-28 22:33:51,-30.1139,-51.325,73.26,88,100,4.61
390,Aswan,EG,2023-01-28 22:33:51,24.0934,32.907,67.3,34,0,3.44
391,Pisco,PE,2023-01-28 22:33:52,-13.7,-76.2167,73.45,88,20,4.61
392,Faya,SA,2023-01-28 22:33:52,18.3851,42.4509,52.32,78,2,1.39
393,Oussouye,SN,2023-01-28 22:33:53,12.485,-16.5469,73.58,50,72,4.38
394,Kalabo,ZM,2023-01-28 22:33:53,-14.97,22.6814,67.1,94,100,6.58
395,Havoysund,NO,2023-01-28 22:33:53,70.9963,24.6622,32.23,75,63,18.41
396,Concordia,AR,2023-01-28 22:33:54,-31.393,-58.0209,91.78,49,32,7.0
397,Seoul,KR,2023-01-28 22:30:16,37.5683,126.9778,22.44,67,20,4.61
398,Ucluelet,CA,2023-01-28 22:30:31,48.9329,-125.5528,46.71,85,36,7.27
399,Luderitz,NA,2023-01-28 22:33:54,-26.6481,15.1594,65.3,74,0,21.05
400,Itaituba,BR,2023-01-28 22:33:54,-4.2761,-55.9836,73.38,98,98,2.51
401,Sambava,MG,2023-01-28 22:33:55,-14.2667,50.1667,75.9,94,57,2.68
402,Puerto Asis,CO,2023-01-28 22:33:55,0.5133,-76.5007,80.28,59,3,2.46
403,San Jose,US,2023-01-28 22:30:31,37.3394,-121.895,64.87,47,20,10.36
404,Chapais,CA,2023-01-28 22:33:55,49.7834,-74.8492,-4.22,92,100,8.41
405,Alta Floresta,BR,2023-01-28 22:33:56,-9.8756,-56.0861,69.26,98,98,2.1
406,Cambridge,CA,2023-01-28 22:32:38,43.3601,-80.3127,31.33,74,100,5.75
407,Sao Desiderio,BR,2023-01-28 22:33:56,-12.3633,-44.9733,71.13,91,93,4.76
408,Viedma,AR,2023-01-28 22:32:33,-40.8135,-62.9967,83.23,30,0,10.27
409,Saldanha,ZA,2023-01-28 22:31:36,-33.0117,17.9442,60.85,74,0,22.37
410,Kuybyshevo,RU,2023-01-28 22:33:56,47.8123,38.9073,32.43,89,99,12.26
411,Rovaniemi,FI,2023-01-28 22:33:57,66.5,25.7167,24.21,93,20,9.22
412,Tura,IN,2023-01-28 22:33:57,25.5198,90.2201,58.77,61,3,3.74
413,Bambanglipuro,ID,2023-01-28 22:33:57,-7.95,110.2833,75.79,91,100,2.95
414,Avdon,RU,2023-01-28 22:34:58,54.6667,55.7167,15.12,86,100,6.71
415,Touros,BR,2023-01-28 22:34:58,-5.1989,-35.4608,79.88,73,6,13.96
416,Cao Bang,VN,2023-01-28 22:34:59,22.6667,106.25,44.11,43,5,3.04
417,La Ronge,CA,2023-01-28 22:34:59,55.1001,-105.2842,-1.95,60,75,16.11
418,At-Bashi,KG,2023-01-28 22:34:59,41.1702,75.8106,11.12,69,100,1.72
419,Vao,NC,2023-01-28 22:35:00,-22.6667,167.4833,76.68,71,100,10.76
420,Neiafu,TO,2023-01-28 22:35:00,-18.65,-173.9833,83.08,83,40,5.75
421,Shahr-E Babak,IR,2023-01-28 22:35:00,30.1165,55.1186,31.42,61,0,0.4
422,Bubaque,GW,2023-01-28 22:35:01,11.2833,-15.8333,76.73,81,53,12.35
423,Port Augusta,AU,2023-01-28 22:35:01,-32.5,137.7667,71.58,82,100,4.38
424,Westport,US,2023-01-28 22:33:58,41.1415,-73.3579,50.56,56,0,4.61
425,Juneau,US,2023-01-28 22:32:47,58.3019,-134.4197,37.4,76,20,4.61
426,College,US,2023-01-28 22:35:02,64.8569,-147.8028,17.58,85,100,0.0
427,Bardiyah,LY,2023-01-28 22:35:03,31.7561,25.0865,57.2,60,5,1.68
428,La Rioja,ES,2023-01-28 22:35:04,42.25,-2.5,29.98,96,100,7.87
429,Tarko-Sale,RU,2023-01-28 22:35:04,64.9225,77.785,3.49,97,98,6.64
430,Cherskiy,RU,2023-01-28 22:33:21,68.75,161.3,-23.6,98,92,4.92
431,Poum,NC,2023-01-28 22:35:06,-20.2333,164.0167,77.85,85,100,7.63
432,Doka,SD,2023-01-28 22:35:06,13.5167,35.7667,75.97,30,1,9.26
433,Nakamura,JP,2023-01-28 22:35:08,32.9833,132.9333,32.65,80,37,3.58
434,Raga,SS,2023-01-28 22:35:08,8.4596,25.678,76.23,21,1,4.16
435,Macau,MO,2023-01-28 22:35:09,22.2006,113.5461,51.53,46,0,17.27
436,Mirnyy,RU,2023-01-28 22:35:10,62.5353,113.9611,-37.77,65,95,1.48
437,Asau,RO,2023-01-28 22:35:10,46.4333,26.4,29.32,90,100,3.69
438,Ambilobe,MG,2023-01-28 22:35:11,-13.2,49.05,74.32,94,72,0.76
439,Izumo,JP,2023-01-28 22:35:12,35.3667,132.7667,33.69,86,75,17.27
440,Champerico,GT,2023-01-28 22:35:14,14.3,-91.9167,90.14,65,22,11.07
441,Jimenez,MX,2023-01-28 22:35:14,28.3333,-105.4,72.86,21,97,9.48
442,Naliya,IN,2023-01-28 22:35:15,23.2667,68.8333,60.84,36,0,11.1
443,High Level,CA,2023-01-28 22:35:15,58.5169,-117.136,1.51,66,20,9.22
444,Awjilah,LY,2023-01-28 22:35:16,29.1081,21.2869,55.08,49,0,8.61
445,Tecoanapa,MX,2023-01-28 22:35:16,16.5167,-98.75,82.81,60,0,8.63
446,Dillon,US,2023-01-28 22:31:53,34.4166,-79.3712,57.54,57,96,4.88
447,Tadine,NC,2023-01-28 22:35:17,-21.55,167.8833,78.55,81,100,10.6
448,Kibara,TZ,2023-01-28 22:35:18,-2.15,33.45,70.03,75,0,7.92
449,Bud,US,2023-01-28 22:35:19,39.447,-86.1758,53.55,72,91,13.0
450,Shitanjing,CN,2023-01-28 22:35:20,39.2342,106.3439,16.83,30,0,5.17
451,Doha,QA,2023-01-28 22:30:24,25.2867,51.5333,58.89,67,0,6.91
452,Olinda,BR,2023-01-28 22:31:48,-8.0089,-34.8553,82.13,61,40,11.5
453,Canico,PT,2023-01-28 22:35:21,32.6333,-16.85,58.71,84,75,18.41
454,Mitchell,US,2023-01-28 22:32:46,43.7094,-98.0298,4.73,70,100,18.41
455,Old Orchard Beach,US,2023-01-28 22:35:23,43.5173,-70.3775,42.89,56,75,5.75
456,Chiredzi,ZW,2023-01-28 22:35:23,-21.05,31.6667,75.2,52,17,3.98
457,Guhagar,IN,2023-01-28 22:35:24,17.4842,73.1929,68.31,82,17,4.21
458,Kurilsk,RU,2023-01-28 22:35:25,45.2333,147.8833,21.96,86,100,19.37
459,Qasigiannguit,GL,2023-01-28 22:35:26,68.8193,-51.1922,14.25,94,100,7.96
460,Salisbury,GB,2023-01-28 22:36:26,51.0693,-1.7957,40.64,90,100,3.44
461,Minab,IR,2023-01-28 22:36:27,27.1467,57.0801,56.59,56,6,9.31
462,Poim,RU,2023-01-28 22:36:27,53.0264,43.1872,9.05,95,71,4.09
463,Kailua,US,2023-01-28 22:36:28,21.4022,-157.7394,78.78,91,100,5.01
464,Panorama,GR,2023-01-28 22:36:29,40.5878,23.0315,39.9,64,20,20.0
465,Porterville,US,2023-01-28 22:34:45,36.0652,-119.0168,62.53,51,0,0.0
466,Qandala,SO,2023-01-28 22:36:30,11.472,49.8728,75.2,72,48,5.19
467,Axim,GH,2023-01-28 22:36:31,4.8699,-2.2405,79.79,86,46,9.15
468,Kamina,CD,2023-01-28 22:36:32,-8.7386,24.9906,64.35,96,100,2.93
469,Anadyr,RU,2023-01-28 22:36:33,64.75,177.4833,28.9,74,0,11.18
470,Honiara,SB,2023-01-28 22:36:34,-9.4333,159.95,84.16,72,83,3.0
471,Namtsy,RU,2023-01-28 22:36:55,62.7161,129.6658,-60.34,100,87,1.72
472,Paraguari,PY,2023-01-28 22:36:55,-25.6208,-57.1472,87.4,40,84,1.97
473,Maragogi,BR,2023-01-28 22:36:56,-9.0122,-35.2225,78.6,71,6,9.04
474,Colares,PT,2023-01-28 22:36:56,38.7992,-9.4469,49.75,63,0,24.0
475,San Pedro,PH,2023-01-28 22:36:56,14.35,121.0167,74.43,80,20,2.3
476,Rosario,AR,2023-01-28 22:36:57,-32.9468,-60.6393,88.95,42,0,5.75
477,Paranaiba,BR,2023-01-28 22:36:57,-19.6772,-51.1908,75.15,82,25,6.11
478,Vincennes,FR,2023-01-28 22:36:57,48.85,2.4333,35.92,75,100,10.36
479,Jawa,JO,2023-01-28 22:36:58,31.8525,35.9393,52.11,76,18,8.05
480,Marienburg,PL,2023-01-28 22:36:58,54.0359,19.0266,37.04,87,49,9.98
481,Fruitvale,US,2023-01-28 22:36:58,39.0817,-108.4968,40.93,62,40,6.91
482,Praia Da Vitoria,PT,2023-01-28 22:36:58,38.7333,-27.0667,55.65,94,75,14.63
483,Madang,PG,2023-01-28 22:36:59,-5.2246,145.7966,82.06,71,67,2.24
484,Ndele,CF,2023-01-28 22:36:59,8.4109,20.6473,75.85,16,35,4.61
485,Leh,IN,2023-01-28 22:36:59,34.1667,77.5833,10.8,87,99,2.21
486,Bumba,CD,2023-01-28 22:37:00,2.1833,22.4667,74.32,60,63,2.48
487,Kushima,JP,2023-01-28 22:37:00,31.4583,131.2333,35.56,78,9,3.85
488,Muncar,ID,2023-01-28 22:37:00,-8.4333,114.3333,74.93,93,100,2.39
489,Manjacaze,MZ,2023-01-28 22:37:01,-24.7117,33.8828,71.29,96,0,3.44
490,Vanavara,RU,2023-01-28 22:37:01,60.34,102.2797,-10.39,100,94,3.58
491,Tatarskaya Pishlya,RU,2023-01-28 22:37:01,54.0608,44.8998,4.68,98,97,4.85
492,Yenagoa,NG,2023-01-28 22:37:02,4.9247,6.2642,77.4,89,67,3.69
493,Puquio,PE,2023-01-28 22:37:03,-14.7,-74.1333,52.45,95,100,8.86
494,Zharkent,KZ,2023-01-28 22:37:06,44.1628,80.0,9.46,75,36,3.09
495,Caxito,AO,2023-01-28 22:37:06,-8.5785,13.6643,75.42,90,97,2.51
496,Talaya,RU,2023-01-28 22:37:08,61.3833,152.75,-29.65,97,99,1.9
497,Marquette,US,2023-01-28 22:37:08,46.5333,-87.6335,11.16,73,100,1.99
498,Lewisporte,CA,2023-01-28 22:37:09,49.2499,-55.0482,24.55,76,46,4.68
499,Cabedelo,BR,2023-01-28 22:37:09,-6.9811,-34.8339,81.27,67,13,13.22
500,Olsztyn,PL,2023-01-28 22:37:10,53.7799,20.4942,26.56,84,59,7.76
501,De Aar,ZA,2023-01-28 22:37:11,-30.6497,24.0123,63.27,67,22,22.93
502,Moose Factory,CA,2023-01-28 22:37:11,51.2585,-80.6094,-14.8,64,0,5.75
503,Ust-Nera,RU,2023-01-28 22:37:11,64.5667,143.2,-28.93,97,85,4.23
504,Sechelt,CA,2023-01-28 22:37:12,49.4664,-123.7694,48.81,49,44,3.6
505,Kahului,US,2023-01-28 22:34:51,20.8947,-156.47,69.84,88,100,3.44
506,Saquena,PE,2023-01-28 22:37:13,-4.6667,-73.5167,79.97,76,92,2.28
507,Hambantota,LK,2023-01-28 22:37:13,6.1241,81.1185,74.05,73,100,9.89
508,Fargo,US,2023-01-28 22:37:15,46.8772,-96.7898,-4.02,70,0,5.75
509,Puerto Ayacucho,VE,2023-01-28 22:38:15,5.6639,-67.6236,83.07,41,12,5.66
510,Ibicui,BR,2023-01-28 22:38:16,-14.8417,-39.9867,70.12,97,100,2.15
511,Nemuro,JP,2023-01-28 22:38:16,43.3236,145.575,18.09,69,56,25.86
512,Bac Lieu,VN,2023-01-28 22:34:59,9.285,105.7244,72.81,80,100,6.8
513,Baoding,CN,2023-01-28 22:38:17,38.8511,115.4903,29.1,25,0,6.73
514,Fonte Boa,BR,2023-01-28 22:38:18,-2.4959,-66.2662,76.71,89,99,2.28
515,Jumla,NP,2023-01-28 22:38:18,29.2747,82.1838,34.38,53,0,6.87
516,Rocha,UY,2023-01-28 22:38:19,-34.4833,-54.3333,71.29,93,53,6.2
517,Buraydah,SA,2023-01-28 22:38:20,26.326,43.975,55.85,56,2,10.22
518,Perth,AU,2023-01-28 22:35:00,-31.9333,115.8333,68.04,59,0,16.11
519,Cartagena,CO,2023-01-28 22:38:18,10.3997,-75.5144,83.82,61,0,10.36
520,Erzin,TR,2023-01-28 22:38:21,36.9559,36.2,47.75,79,26,4.03
521,Calceta,EC,2023-01-28 22:38:22,-0.85,-80.1667,79.12,81,70,8.12
522,Xaxim,BR,2023-01-28 22:38:22,-26.9617,-52.5347,74.55,51,77,2.84
523,Chivasso,IT,2023-01-28 22:38:23,45.1894,7.8872,40.73,69,0,3.44
524,Grand Gaube,MU,2023-01-28 22:38:23,-20.0064,57.6608,77.38,88,84,1.01
525,Newark,US,2023-01-28 22:37:51,40.7357,-74.1724,51.75,45,75,8.05
526,Berlevag,NO,2023-01-28 22:38:24,70.8578,29.0864,30.2,80,100,13.8
527,Barranca,PE,2023-01-28 22:38:25,-10.75,-77.7667,72.88,76,98,6.96
528,Almaznyy,RU,2023-01-28 22:38:25,48.0448,40.045,29.17,88,100,11.7
529,Kyabram,AU,2023-01-28 22:38:26,-36.3167,145.05,80.6,33,100,6.96
530,Moi,NO,2023-01-28 22:38:26,58.4567,6.5518,41.4,95,100,13.87
531,The Valley,AI,2023-01-28 22:38:27,18.217,-63.0578,77.14,78,75,9.22
532,Venado Tuerto,AR,2023-01-28 22:38:27,-33.7456,-61.9688,85.77,28,0,8.39
533,Pingliang,CN,2023-01-28 22:38:28,35.5392,106.6861,24.42,20,1,0.65
534,Noumea,NC,2023-01-28 22:38:28,-22.2763,166.4572,79.0,99,100,7.87
535,Sao Joao Da Barra,BR,2023-01-28 22:38:29,-21.6403,-41.0511,80.69,88,61,16.42
536,Labrea,BR,2023-01-28 22:38:30,-7.2586,-64.7981,75.45,91,85,2.42
537,Lucapa,AO,2023-01-28 22:38:30,-8.4192,20.7447,64.94,95,100,1.97
538,Uchaly,RU,2023-01-28 22:38:31,54.2996,59.4521,-4.65,99,17,4.59
539,Mazarron,ES,2023-01-28 22:38:31,37.5992,-1.3149,45.45,66,4,3.49
540,Beloha,MG,2023-01-28 22:38:32,-25.1667,45.05,76.55,87,100,21.59
541,Northam,GB,2023-01-28 22:38:33,51.0333,-4.2167,42.62,88,67,4.92
542,Altamira,BR,2023-01-28 22:38:34,-3.2033,-52.2064,73.11,96,99,2.91
543,Makakilo City,US,2023-01-28 22:38:35,21.3469,-158.0858,77.32,63,75,18.41
544,Panguna,PG,2023-01-28 22:38:37,-6.3164,155.4848,79.25,71,83,2.04
545,Atakpame,TG,2023-01-28 22:38:38,7.5333,1.1333,77.4,72,59,5.26
546,Naze,JP,2023-01-28 22:38:39,28.3667,129.4833,47.32,69,93,10.29
547,Ahuimanu,US,2023-01-28 22:38:39,21.4447,-157.8378,78.51,81,75,18.41
548,Chokwe,MZ,2023-01-28 22:38:40,-24.5333,32.9833,72.28,87,1,3.56
549,Tres Picos,MX,2023-01-28 22:38:40,15.8667,-93.5333,86.14,50,9,5.57
550,Am Timan,TD,2023-01-28 22:38:41,11.0297,20.2827,81.91,13,100,4.27
551,Goderich,CA,2023-01-28 22:38:41,43.7501,-81.7165,29.91,80,100,10.36
552,Labuhan,ID,2023-01-28 22:38:41,-6.8844,112.2051,76.23,90,100,5.68
553,Aranos,NA,2023-01-28 22:39:42,-24.1333,19.1167,80.96,36,65,5.39
554,Jurm,AF,2023-01-28 22:39:42,36.8648,70.8342,29.28,67,97,2.39
